,polarity_oplexicon,polarity_sentilex,subject,journal,sent_none,sent_neg,sent_pos,sent_neut,opl_none,opl_neg,opl_pos,opl_neut,fileid
964,-3,-5,soltura-lula,oglobo,236,14,9,0,219,16,13,11,oglobo.globo.com___brasil_eduardo-azeredo-jose-dirceu-saem-da-prisao-apos-decisao-do-stf-24070849.txt
965,1,5,impeachment-dilma,oglobo,212,7,12,3,170,18,19,27,oglobo.globo.com___brasil_em-documento-enviado-ao-stf-dilma-reitera-que-impeachment-foi-golpe-19461960.txt
966,9,-10,soltura-lula,oglobo,275,14,4,2,225,16,25,29,oglobo.globo.com___brasil_em-salvador-lula-defende-que-pt-nao-precisa-fazer-autocritica-24081180.txt
967,14,-5,impeachment-dilma,oglobo,535,17,12,2,437,22,36,71,oglobo.globo.com___brasil_em-sessao-tumultuada-lideres-partidarios-defendem-voto-contra-a-favor-do-impeachment-19107459.txt
968,2,-2,soltura-lula,oglobo,212,13,11,4,189,12,14,25,oglobo.globo.com___brasil_em-video-nas-redes-lula-diz-que-esta-solto-para-ajudar-libertar-brasil-dessa-loucura-1-24072210.txt
969,-2,8,impeachment-dilma,oglobo,390,4,12,2,319,20,18,51,oglobo.globo.com___brasil_embaixadores-defendem-impeachment-de-dilma-19774701.txt
970,4,-10,prisao-lula,oglobo,198,14,4,3,154,19,23,23,oglobo.globo.com___brasil_estou-pronto-para-ser-preso-diz-lula-em-entrevista-para-livro-22485251.txt
971,-1,-6,afastamento-aecio,oglobo,135,7,1,1,122,5,4,13,oglobo.globo.com___brasil_eu-votei-no-aecio-usuarios-fazem-piada-com-apoiadores-de-tucano-21357297.txt
972,6,-10,afastamento-aecio,oglobo,342,16,6,2,272,26,32,36,oglobo.globo.com___brasil_fachin-divide-inquerito-de-temer-aecio-em-dois-21413916.txt
973,17,6,afastamento-aecio,oglobo,360,3,9,4,288,18,35,35,oglobo.globo.com___brasil_fachin-envia-para-carmen-pedido-de-aecio-sobre-relatoria-de-acao-21899930.txt
974,1,-8,prisao-lula,oglobo,121,10,2,2,103,5,6,21,oglobo.globo.com___brasil_gleisi-pede-apoio-do-mundo-arabe-para-libertar-lula-da-prisao-22604118.txt
975,-3,-5,prisao-lula,oglobo,167,7,2,0,147,8,5,16,oglobo.globo.com___brasil_governadores-do-nordeste-devem-visitar-lula-na-prisao-nesta-terca-feira-22572100.txt
976,1,-6,impeachment-dilma,oglobo,234,9,3,8,189,17,18,30,oglobo.globo.com___brasil_governo-temer-avalia-que-discurso-de-dilma-nao-muda-placar-do-impeachment-20011750.txt
977,-6,-3,impeachment-dilma,oglobo,450,11,8,4,360,31,25,57,oglobo.globo.com___brasil_gravacao-de-juca-escancara-golpe-diz-dilma-19364536.txt
978,4,6,impeachment-dilma,oglobo,243,4,10,3,194,15,19,32,oglobo.globo.com___brasil_grupos-pro-impeachment-sao-contra-muro-para-divisao-da-esplanada-19058444.txt
979,0,0,prisao-lula,oglobo,0,0,0,0,0,0,0,0,oglobo.globo.com___brasil_homem-hospitalizado-apos-ser-agredido-na-porta-do-instituto-lula-22562026.txt
980,14,-9,afastamento-aecio,oglobo,501,16,7,1,438,16,30,41,oglobo.globo.com___brasil_irma-de-aecio-pediu-para-jbs-comprar-cobertura-duplex-de-40-milhoes-21406145.txt
981,4,-2,impeachment-dilma,oglobo,308,9,7,3,256,20,24,27,oglobo.globo.com___brasil_janaina-chora-pede-desculpas-dilma-mas-diz-que-nao-podia-se-omitir-20017303.txt
982,-16,-16,impeachment-dilma,oglobo,198,24,8,2,158,29,13,32,oglobo.globo.com___brasil_jean-wyllys-admite-que-cuspiu-na-cara-de-bolsonaro-19110700.txt
983,-1,1,prisao-lula,oglobo,316,7,8,1,269,17,16,30,oglobo.globo.com___brasil_juiza-barra-visita-de-governadores-lula-22576520.txt
984,-1,4,soltura-lula,oglobo,195,0,4,0,167,11,10,11,oglobo.globo.com___brasil_juiza-pede-manifestacao-do-mpf-sobre-pedido-de-soltura-de-lula-23317400.txt
985,-11,1,prisao-lula,oglobo,411,14,15,1,353,33,22,33,oglobo.globo.com___brasil_juiza-proibe-lula-de-gravar-videos-fazer-pre-campanha-na-prisao-22876249.txt
986,-5,0,impeachment-dilma,oglobo,340,7,7,1,257,25,20,53,oglobo.globo.com___brasil_julgamento-do-impeachment-encerra-fase-de-testemunhas-dilma-apresenta-defesa-na-2-feira-20007040.txt
987,1,0,impeachment-dilma,oglobo,106,5,5,2,91,6,7,14,oglobo.globo.com___brasil_lewandowski-sobre-impeachment-um-tropeco-na-democracia-20197033.txt
988,1,-12,prisao-lula,oglobo,261,14,2,3,224,14,15,27,oglobo.globo.com___brasil_lula-deixa-sede-do-sindicato-pe-se-entrega-pf-22568744.txt
989,-2,0,prisao-lula,oglobo,185,6,6,0,162,11,9,15,oglobo.globo.com___brasil_lula-esta-bem-tentou-nos-animar-diz-senadora-que-visitou-ex-presidente-22601391.txt
990,-11,-6,prisao-lula,oglobo,274,10,4,1,225,21,10,33,oglobo.globo.com___brasil_lula-so-tem-chance-de-sair-da-prisao-se-gente-assumir-poder-diz-ciro-22916212.txt
991,-3,0,soltura-lula,oglobo,98,5,5,0,89,5,2,12,oglobo.globo.com___brasil_maior-presente-para-lula-ganhar-eleicao-tira-lo-da-prisao-diz-gleisi-23192182.txt
992,9,-9,impeachment-dilma,oglobo,263,10,1,4,229,11,20,18,oglobo.globo.com___brasil_maioria-da-populacao-quer-dilma-temer-fora-do-governo-diz-datafolha-19053277.txt
993,-7,-12,prisao-lula,oglobo,240,14,2,1,217,15,8,17,oglobo.globo.com___brasil_manifestantes-fazem-atos-contra-lula-em-23-estados-no-df-22553578.txt
994,1,-4,prisao-lula,oglobo,267,11,7,0,228,18,19,20,oglobo.globo.com___brasil_marco-aurelio-redistribui-novo-pedido-de-habeas-corpus-em-prol-de-lula-no-stf-22564411.txt
995,-10,-4,impeachment-dilma,oglobo,262,9,5,0,222,18,8,28,oglobo.globo.com___brasil_marido-de-deputada-que-votou-pelo-impeachment-prefeito-preso-pela-pf-19113829.txt
996,-1,-3,afastamento-aecio,oglobo,182,6,3,5,152,13,12,19,oglobo.globo.com___brasil_meu-filho-esta-preso-por-lealdade-voce-diz-pai-de-frederico-pacheco-para-aecio-neves-21374445.txt
997,-8,8,impeachment-dilma,oglobo,287,2,10,0,231,20,12,36,oglobo.globo.com___brasil_ministra-do-stf-nega-seis-liminares-contra-fatiamento-do-impeachment-20073408.txt
998,3,-14,prisao-lula,oglobo,457,28,14,0,375,39,42,43,oglobo.globo.com___brasil_ministro-do-stj-nega-pedido-de-lula-para-evitar-prisao-22565563.txt
999,-4,-2,impeachment-dilma,oglobo,298,13,11,2,237,27,23,37,oglobo.globo.com___brasil_ministros-do-stf-dizem-que-impeachment-de-dilma-na-camara-nao-foi-golpe-19134087.txt
1000,0,1,prisao-lula,oglobo,376,8,9,1,330,17,17,30,oglobo.globo.com___brasil_moro-interrompe-ferias-para-despachar-sobre-liberdade-de-lula-22865241.txt
1001,-7,4,prisao-lula,oglobo,289,3,7,0,255,16,9,19,oglobo.globo.com___brasil_moro-pede-esclarecimentos-sobre-ganhos-de-empresa-de-lula-22641073.txt
1002,-1,-8,prisao-lula,oglobo,242,10,2,1,215,10,9,21,oglobo.globo.com___brasil_mtst-termina-invasao-do-triplex-no-guaruja-apos-negociacao-com-pm-22594842.txt
1003,5,-6,soltura-lula,oglobo,211,10,4,8,180,7,12,34,oglobo.globo.com___brasil_nao-quero-ficar-falando-mal-de-presidente-falando-mal-de-ministro-diz-lula-24071570.txt
1004,12,1,soltura-lula,oglobo,385,12,13,0,286,27,39,58,oglobo.globo.com___brasil_nao-temos-um-mandela-neste-pais-preciso-lucidez-diz-boris-fausto-24072820.txt
1005,2,-3,impeachment-dilma,oglobo,166,5,2,0,142,7,9,15,oglobo.globo.com___brasil_no-dia-de-votacao-do-impeachment-dilma-anda-de-bicicleta-mas-reduz-percurso-19106150.txt
1006,3,0,prisao-lula,oglobo,184,8,8,3,155,16,19,13,oglobo.globo.com___brasil_nos-eua-ciro-gomes-diz-que-esta-aflito-com-prisao-de-lula-22565031.txt
1007,4,-2,soltura-lula,oglobo,62,3,1,0,51,3,7,5,oglobo.globo.com___brasil_os-planos-de-lula-ex-presidente-quer-viajar-pelo-brasil-reorganizar-oposicao-ao-governo-1-24069254.txt
1008,18,6,impeachment-dilma,oglobo,401,6,12,3,340,14,32,36,oglobo.globo.com___brasil_pedalada-de-dilma-no-plano-safra-nao-foi-operacao-de-credito-nem-crime-diz-mpf-19712360.txt
1009,-10,-8,soltura-lula,oglobo,519,16,8,7,432,31,21,66,oglobo.globo.com___brasil_pela-primeira-vez-no-rio-apos-soltura-lula-retoma-serie-de-criticas-bolsonaro-reforca-intencao-de-unir-esquerda-1-24147030.txt
1010,10,-5,afastamento-aecio,oglobo,421,11,6,2,354,23,33,30,oglobo.globo.com___brasil_perguntas-respostas-sobre-situacao-de-aecio-neves-21474824.txt
1011,1,-14,prisao-lula,oglobo,276,21,7,1,232,23,24,26,oglobo.globo.com___brasil_petistas-ja-consideram-que-prisao-de-lula-inevitavel-22502788.txt
1012,-1,-5,afastamento-aecio,oglobo,169,6,1,0,153,4,3,16,oglobo.globo.com___brasil_pf-apreende-2-milhoes-em-busca-em-enderecos-de-aecio-aliados-de-temer-21358948.txt
1013,0,2,afastamento-aecio,oglobo,225,3,5,2,189,11,11,24,oglobo.globo.com___brasil_pf-apreende-na-casa-de-aecio-anotacoes-identificadas-como-cx-2-21399432.txt
1014,-6,-2,prisao-lula,oglobo,134,4,2,0,112,13,7,8,oglobo.globo.com___brasil_pf-pede-justica-transferencia-de-lula-por-conta-de-despesas-22622248.txt
1015,3,3,impeachment-dilma,oglobo,203,2,5,1,169,9,12,21,oglobo.globo.com___brasil_pgr-defende-em-parecer-validade-do-processo-de-impeachment-20061707.txt
1016,4,-2,afastamento-aecio,oglobo,223,5,3,0,193,7,11,20,oglobo.globo.com___brasil_policia-federal-flagra-primo-de-aecio-recebendo-propina-da-jbs-21460714.txt
1017,6,-4,soltura-lula,oglobo,191,6,2,0,149,8,14,28,oglobo.globo.com___brasil_politicos-especialistas-avaliam-caminhos-no-debate-politico-fora-da-polarizacao-lula-bolsonaro-24085109.txt
1018,7,-3,impeachment-dilma,oglobo,351,7,4,3,291,11,18,45,oglobo.globo.com___brasil_por-61-votos-20-dilma-afastada-definitivamente-da-presidencia-20025502.txt
1019,6,-8,afastamento-aecio,oglobo,323,9,1,2,264,14,20,37,oglobo.globo.com___brasil_predio-tancredo-neves-volta-cena-com-buscas-em-apartamento-de-andrea-neves-21404463.txt
1020,4,-12,prisao-lula,oglobo,395,31,19,3,339,29,33,47,oglobo.globo.com___brasil_presidenciaveis-comentam-ordem-de-prisao-contra-lula-22562047.txt
1021,-5,7,impeachment-dilma,oglobo,786,12,19,3,625,59,54,82,oglobo.globo.com___brasil_presidente-interino-da-camara-anula-votacao-do-impeachment-de-dilma-19261917.txt
1022,-3,-3,prisao-lula,oglobo,235,7,4,1,189,13,10,35,oglobo.globo.com___brasil_preso-lula-continua-impedir-uniao-entre-partidos-de-esquerda-22592630.txt
1023,6,18,prisao-lula,oglobo,458,11,29,2,379,27,33,61,oglobo.globo.com___brasil_preso-lula-perde-direito-seguranca-motorista-assessores-1-22690853.txt
1024,1,-10,prisao-lula,oglobo,444,18,8,4,389,23,24,38,oglobo.globo.com___brasil_primeiro-dia-de-lula-na-cadeia-tem-cafe-da-manha-simples-quentinha-22569584.txt
1025,-7,-9,soltura-lula,oglobo,126,11,2,1,102,14,7,17,oglobo.globo.com___brasil_prisao-em-2-instancia-toffoli-diz-que-libertacao-nao-automatica-que-congresso-pode-mudar-regra-1-24069070.txt
1026,17,1,impeachment-dilma,oglobo,700,11,12,2,554,35,52,84,oglobo.globo.com___brasil_procurador-do-tcu-diz-que-dilma-cometeu-contabilidade-destrutiva-fraude-fiscal-19209979.txt
1027,11,-7,impeachment-dilma,oglobo,354,10,3,2,298,10,21,40,oglobo.globo.com___brasil_protestos-contra-a-favor-de-dilma-tomam-as-ruas-em-20-estados-19820363.txt
1028,-13,-12,reforma-trabalhista,oglobo,273,22,10,5,215,32,19,44,oglobo.globo.com___brasil_psb-pode-fechar-questao-contra-reformas-romper-com-temer-21250110.txt
1029,3,3,prisao-lula,oglobo,153,2,5,1,131,4,7,19,oglobo.globo.com___brasil_pt-estuda-promover-atos-pro-lula-na-vespera-do-julgamento-no-stf-22521859.txt
1030,7,-9,prisao-lula,oglobo,206,14,5,1,181,9,16,20,oglobo.globo.com___brasil_pt-mantem-aposta-no-stf-para-reverter-prisao-de-lula-22573117.txt
1031,-2,-8,prisao-lula,oglobo,103,10,2,4,82,11,9,17,oglobo.globo.com___brasil_pt-pdt-psol-pcdob-dizem-que-prisao-de-lula-perseguicao-politica-22596516.txt
1032,-9,-2,afastamento-aecio,oglobo,212,5,3,3,175,17,8,23,oglobo.globo.com___brasil_raptado-da-maternidade-em-1986-pedrinho-advogado-de-aecio-neves-21413232.txt
1033,-7,-5,impeachment-dilma,oglobo,168,6,1,0,141,12,5,17,oglobo.globo.com___brasil_recursos-do-impeachment-podem-trazer-dilma-de-volta-diz-janaina-20039652.txt
1034,10,5,afastamento-aecio,oglobo,265,3,8,5,212,7,17,45,oglobo.globo.com___brasil_reinaldo-azevedo-pede-demissao-da-veja-apos-divulgacao-de-grampo-com-irma-de-aecio-sem-indicio-de-crime-21383556.txt
1035,1,-2,afastamento-aecio,oglobo,240,5,3,1,202,12,13,22,oglobo.globo.com___brasil_rocha-loures-devolve-os-35-mil-que-faltavam-da-mala-da-propina-21392707.txt
1036,-6,-12,prisao-lula,oglobo,196,19,7,3,169,19,13,24,oglobo.globo.com___brasil_se-lula-nao-se-entregar-pf-esta-pronta-para-cumprir-mandado-de-prisao-ate-18h-22564108.txt
1037,-16,-7,soltura-lula,oglobo,600,21,14,1,473,54,38,71,oglobo.globo.com___brasil_segunda-instancia-cnj-aponta-que-ate-4895-pessoas-podem-ser-beneficiadas-1-24021382.txt
1038,-7,-1,afastamento-aecio,oglobo,220,10,9,1,184,22,15,19,oglobo.globo.com___brasil_senado-ameaca-nao-cumprir-decisao-da-justica-sobre-aecio-21948307.txt
1039,11,7,impeachment-dilma,oglobo,447,6,13,6,348,24,35,65,oglobo.globo.com___brasil_senado-decide-que-dilma-podera-exercer-cargos-publicos-apos-impeachment-20025723.txt
1040,18,-1,impeachment-dilma,oglobo,343,8,7,1,284,11,29,35,oglobo.globo.com___brasil_senado-elege-os-21-membros-da-comissao-especial-de-impeachment-19161501.txt
1041,7,0,impeachment-dilma,oglobo,296,3,3,2,243,11,18,32,oglobo.globo.com___brasil_senadores-se-confrontam-no-julgamento-do-impeachment-mas-em-intervalo-fazem-piadas-20015553.txt
1042,5,-2,afastamento-aecio,oglobo,466,10,8,1,388,27,32,38,oglobo.globo.com___brasil_stf-afasta-aecio-do-mandato-impoe-recolhimento-noturno-21873990.txt
1043,-3,-5,afastamento-aecio,oglobo,212,12,7,1,189,13,10,20,oglobo.globo.com___brasil_stf-manda-irma-de-aecio-neves-para-prisao-domiciliar-21498906.txt
1044,6,9,impeachment-dilma,oglobo,378,3,12,0,305,17,23,48,oglobo.globo.com___brasil_stf-rejeita-por-8-votos-2-barrar-processo-do-impeachment-19090113.txt
1045,6,1,prisao-lula,oglobo,506,17,18,2,438,29,35,41,oglobo.globo.com___brasil_supremo-decide-destino-de-lula-nesta-quarta-feira-22554385.txt
1046,-2,-11,prisao-lula,oglobo,453,19,8,8,383,28,26,51,oglobo.globo.com___brasil_supremo-rejeita-habeas-corpus-permite-que-lula-seja-preso-22556318.txt
1047,15,-18,impeachment-dilma,oglobo,399,27,9,3,330,24,39,45,oglobo.globo.com___brasil_temer-critica-dilma-por-associar-impeachment-golpe-19141009.txt
1048,5,-3,impeachment-dilma,oglobo,162,7,4,1,137,8,13,16,oglobo.globo.com___brasil_temer-rejeitado-por-grupos-pro-contra-dilma-diz-datafolha-19115223.txt
1049,17,-16,impeachment-dilma,oglobo,457,19,3,4,369,20,37,57,oglobo.globo.com___brasil_temer-toma-posse-como-presidente-da-republica-20027112.txt
1050,8,6,prisao-lula,oglobo,185,3,9,3,160,5,13,22,oglobo.globo.com___brasil_tribunal-restabelece-direito-seguranca-motorista-assessores-ao-ex-presidente-lula-22729634.txt
1051,-1,-8,prisao-lula,oglobo,221,13,5,2,192,8,7,34,oglobo.globo.com___brasil_vaza-audio-de-voo-com-lula-para-curitiba-leva-nao-traz-nunca-mais-22570705.txt
1052,4,1,prisao-lula,oglobo,175,3,4,1,140,7,11,25,oglobo.globo.com___brasil_visita-de-advogado-lula-nao-foi-em-nome-do-papa-diz-vaticano-22769772.txt
1053,7,5,impeachment-dilma,oglobo,173,2,7,1,126,11,18,28,oglobo.globo.com___brasil_waldir-maranhao-vai-seguir-com-pedido-de-impeachment-de-temer-afirma-aliado-de-dilma-19246355.txt
1054,15,15,reforma-trabalhista,oglobo,358,5,20,2,290,20,35,40,oglobo.globo.com___economia_a-um-mes-de-entrar-em-vigor-reforma-trabalhista-ainda-gera-incertezas-21934412.txt
1055,0,-7,reforma-trabalhista,oglobo,200,9,2,2,138,22,22,31,oglobo.globo.com___economia_base-governista-cogita-pedido-de-urgencia-para-levar-proposta-de-reforma-trabalhista-direto-plenario-21312915.txt
1056,-1,0,reforma-trabalhista,oglobo,236,2,2,2,195,12,11,24,oglobo.globo.com___economia_cas-encerra-sessao-de-leitura-do-parecer-da-reforma-trabalhista-21474533.txt
1057,15,6,reforma-trabalhista,oglobo,429,8,14,3,347,20,35,52,oglobo.globo.com___economia_cercado-de-ministros-temer-sanciona-lei-da-reforma-trabalhista-21587695.txt
1058,21,13,reforma-previdencia,oglobo,1434,5,18,5,1147,57,78,180,oglobo.globo.com___economia_comeca-sessao-para-votar-reforma-da-previdencia-entenda-como-sua-aposentadoria-vai-mudar-23795108.txt
1059,8,-1,reforma-trabalhista,oglobo,382,5,4,1,307,16,24,45,oglobo.globo.com___economia_comissao-do-senado-aprova-texto-base-da-reforma-trabalhista-21443391.txt
1060,-3,-1,reforma-trabalhista,oglobo,106,3,2,1,75,9,6,22,oglobo.globo.com___economia_congresso-precisa-aprovar-reforma-trabalhista-diz-setubal-21515544.txt
1061,1,4,reforma-previdencia,oglobo,427,3,7,3,329,18,19,74,oglobo.globo.com___economia_contrapartida-reduz-ganhos-na-reforma-da-previdencia-dos-militares-para-9-bi-23535769.txt
1062,-1,1,reforma-trabalhista,oglobo,93,1,2,1,79,4,3,11,oglobo.globo.com___economia_cunha-lima-articula-acordo-para-colocar-reforma-trabalhista-tambem-na-ccj-21289147.txt
1063,10,2,reforma-trabalhista,oglobo,132,3,5,1,97,6,16,22,oglobo.globo.com___economia_diretor-da-oit-no-brasil-critica-pressa-na-tramitacao-da-reforma-trabalhista-21319718.txt
1064,-9,-8,soltura-lula,oglobo,491,14,6,5,397,32,23,64,oglobo.globo.com___economia_dolar-salta-encerra-cotado-r-416-com-libertacao-de-lula-bolsa-recua-18-24069591.txt
1065,9,2,reforma-trabalhista,oglobo,376,4,6,0,304,18,27,37,oglobo.globo.com___economia_em-mp-governo-cria-quarentena-de-18-meses-para-trabalho-interminente-22070735.txt
1066,3,0,reforma-trabalhista,oglobo,189,5,5,0,156,10,13,20,oglobo.globo.com___economia_entenda-os-18-pontos-centrais-da-reforma-trabalhista-21280368.txt
1067,15,7,reforma-trabalhista,oglobo,638,14,21,4,484,34,49,110,oglobo.globo.com___economia_estudo-preve-potencial-para-reforma-trabalhista-criar-23-milhoes-de-vagas-21496158.txt
1068,4,-2,reforma-trabalhista,oglobo,199,7,5,2,172,6,10,25,oglobo.globo.com___economia_exoneracao-de-ministros-ocorreu-para-tirar-suplentes-que-votariam-contra-reforma-trabalhista-21261448.txt
1069,18,8,reforma-trabalhista,oglobo,597,7,15,2,477,28,46,70,oglobo.globo.com___economia_governo-aprova-urgencia-para-reforma-trabalhista-21553326.txt
1070,12,7,reforma-trabalhista,oglobo,544,7,14,3,441,26,38,63,oglobo.globo.com___economia_governo-comeca-ultima-etapa-para-votacao-de-reforma-trabalhista-21575818.txt
1071,2,-4,reforma-trabalhista,oglobo,134,7,3,2,105,11,13,17,oglobo.globo.com___economia_governo-considera-derrota-na-reforma-trabalhista-superavel-mas-quer-dr-21226227.txt
1072,6,0,reforma-trabalhista,oglobo,239,4,4,3,186,10,16,38,oglobo.globo.com___economia_itamaraty-convoca-embaixador-do-uruguai-para-explicar-declaracoes-contra-reforma-trabalhista-21705603.txt
1073,4,-7,reforma-trabalhista,oglobo,155,10,3,1,124,12,16,17,oglobo.globo.com___economia_juca-nao-descarta-votacao-da-reforma-trabalhista-esta-semana-mas-ainda-busca-acordo-21548427.txt
1074,8,1,reforma-trabalhista,oglobo,235,4,5,1,175,13,21,36,oglobo.globo.com___economia_lider-do-governo-discute-com-centrais-tramitacao-de-reforma-trabalhista-no-senado-21316451.txt
1075,0,-2,reforma-trabalhista,oglobo,135,2,0,0,116,4,4,13,oglobo.globo.com___economia_ministerio-publico-do-trabalho-pede-que-reforma-nao-seja-votada-21576752.txt
1076,3,1,reforma-trabalhista,oglobo,113,0,1,0,90,3,6,15,oglobo.globo.com___economia_ministro-diz-que-cronograma-da-reforma-trabalhista-esta-mantido-21363978.txt
1077,13,8,reforma-previdencia,oglobo,771,4,12,4,635,27,40,89,oglobo.globo.com___economia_na-camara-guedes-comemora-aprovacao-da-reforma-muito-satisfeito-23862469.txt
1078,6,6,reforma-trabalhista,oglobo,299,0,6,1,242,8,14,42,oglobo.globo.com___economia_oit-pede-informacoes-ao-brasil-sobre-reforma-trabalhista-21473082.txt
1079,7,4,reforma-trabalhista,oglobo,560,10,14,2,459,30,37,60,oglobo.globo.com___economia_oposicao-tenta-obstruir-reforma-trabalhista-na-ccj-21501951.txt
1080,1,4,reforma-trabalhista,oglobo,150,2,6,1,113,9,10,27,oglobo.globo.com___economia_pgr-pede-ao-supremo-suspensao-de-pontos-da-reforma-trabalhista-21756754.txt
1081,15,8,reforma-trabalhista,oglobo,524,8,16,3,417,28,43,63,oglobo.globo.com___economia_planalto-nao-cede-pressao-da-camara-sobre-reforma-trabalhista-21589740.txt
1082,3,-2,reforma-previdencia,oglobo,416,6,4,1,317,28,31,51,oglobo.globo.com___economia_plenario-do-senado-aprova-reforma-da-previdencia-cria-idade-minima-de-aposentadoria-1-24035375.txt
1083,11,0,reforma-trabalhista,oglobo,187,7,7,3,154,8,19,23,oglobo.globo.com___economia_presidente-do-tst-elogia-reforma-trabalhista-21587534.txt
1084,28,4,reforma-previdencia,oglobo,1381,12,16,4,1112,52,80,169,oglobo.globo.com___economia_previdencia-comissao-do-senado-derruba-todos-os-destaques-conclui-votacao-23927105.txt
1085,16,4,reforma-previdencia,oglobo,417,7,11,5,319,17,33,71,oglobo.globo.com___economia_previdencia-reforma-sera-aprovada-com-boa-margem-de-votos-diz-maia-23789233.txt
1086,3,6,reforma-previdencia,oglobo,307,0,6,1,251,10,13,40,oglobo.globo.com___economia_previdencia-relator-deixa-estados-municipios-fora-da-reforma-servidor-tera-nova-regra-de-transicao-23734154.txt
1087,5,3,reforma-previdencia,oglobo,201,0,3,0,166,4,9,25,oglobo.globo.com___economia_previdencia-relator-vai-incluir-regra-mais-branda-para-professoras-23777669.txt
1088,14,-5,reforma-previdencia,oglobo,643,14,9,5,526,35,49,61,oglobo.globo.com___economia_previdencia-senado-mantem-regra-do-abono-impoe-derrota-de-764-bi-ao-governo-23989038.txt
1089,-5,7,reforma-trabalhista,oglobo,466,9,16,2,381,33,28,51,oglobo.globo.com___economia_reacao-de-juizes-contrarios-reforma-trabalhista-gera-incertezas-21840705.txt
1090,0,1,afastamento-aecio,oglobo,131,1,2,1,107,7,7,14,oglobo.globo.com___economia_rede-de-pizzas-dominos-anuncia-boicote-produtos-da-jbs-21437061.txt
1091,8,-1,reforma-previdencia,oglobo,711,9,8,2,565,30,38,97,oglobo.globo.com___economia_reforma-da-previdencia-avanca-na-camara-mas-comissao-mantem-privilegios-de-pms-23785485.txt
1092,4,5,reforma-previdencia,oglobo,193,3,8,1,131,11,15,48,oglobo.globo.com___economia_reforma-da-previdencia-devera-mudar-regras-trabalhistas-para-jovens-23431614.txt
1093,4,10,reforma-previdencia,oglobo,1063,3,13,3,869,32,36,145,oglobo.globo.com___economia_reforma-da-previdencia-entenda-as-mudancas-ponto-ponto-23466073.txt
1094,-6,7,reforma-previdencia,oglobo,207,0,7,4,152,17,11,38,oglobo.globo.com___economia_reforma-da-previdencia-esta-pronta-sera-bem-diferente-de-minuta-vazada-diz-marinho-23447016.txt
1095,8,8,reforma-previdencia,oglobo,515,2,10,2,434,11,19,65,oglobo.globo.com___economia_reforma-da-previdencia-futuro-da-aposentadoria-23376613.txt
1096,1,2,reforma-previdencia,oglobo,412,4,6,4,325,17,18,66,oglobo.globo.com___economia_reforma-da-previdencia-sera-promulgada-nesta-terca-feira-20-dias-apos-sua-aprovacao-1-24075790.txt
1097,39,21,reforma-previdencia,oglobo,1533,7,28,5,1253,43,82,195,oglobo.globo.com___economia_reforma-da-previdencia-veja-as-regras-aprovadas-para-quem-esta-no-mercado-ou-ainda-vai-entrar-23805522.txt
1098,-6,-2,reforma-trabalhista,oglobo,295,9,7,0,245,21,15,30,oglobo.globo.com___economia_reforma-trabalhista-entra-em-vigor-neste-sabado-com-varios-pontos-que-ainda-vao-mudar-22053638.txt
1099,11,7,reforma-trabalhista,oglobo,491,5,12,3,408,21,32,50,oglobo.globo.com___economia_reforma-trabalhista-governo-vai-antecipar-pontos-nos-quais-fara-ajustes-na-reforma-trabalhista-21529710.txt
1100,10,4,reforma-trabalhista,oglobo,120,0,4,0,95,5,15,9,oglobo.globo.com___economia_reforma-trabalhista-permite-parcelar-ferias-em-ate-tres-vezes-veja-tira-duvidas-22039260.txt
1101,23,5,reforma-trabalhista,oglobo,559,9,14,2,439,27,50,68,oglobo.globo.com___economia_reforma-trabalhista-pode-adotar-contribuicao-negocial-21558962.txt
1102,17,10,reforma-trabalhista,oglobo,328,2,12,3,249,15,32,49,oglobo.globo.com___economia_reforma-trabalhista-pode-criar-demissao-de-comum-acordo-1-21209064.txt
1103,18,9,reforma-trabalhista,oglobo,330,6,15,4,258,21,39,37,oglobo.globo.com___economia_reforma-trabalhista-preve-mais-tres-tipos-de-contratos-21329475.txt
1104,-1,-1,reforma-trabalhista,oglobo,244,5,4,2,194,18,17,26,oglobo.globo.com___economia_reforma-trabalhista-que-governo-ainda-promete-mudar-21580517.txt
1105,3,2,reforma-trabalhista,oglobo,174,3,5,1,133,9,12,29,oglobo.globo.com___economia_reforma-trabalhista-relator-considera-retirada-de-artigo-que-permite-gestante-em-locais-insalubres-21253633.txt
1106,10,8,reforma-trabalhista,oglobo,484,5,13,3,396,21,31,57,oglobo.globo.com___economia_reforma-trabalhista-relator-deixara-sugestoes-de-mudancas-explicitas-em-relatorio-21348692.txt
1107,18,2,reforma-trabalhista,oglobo,413,5,7,4,318,13,31,67,oglobo.globo.com___economia_reforma-trabalhista-senado-faz-terceira-audiencia-em-dois-dias-21325158.txt
1108,29,8,reforma-trabalhista,oglobo,355,7,15,3,286,16,45,33,oglobo.globo.com___economia_reforma-trabalhista-so-comeco-21278054.txt
1109,17,4,reforma-trabalhista,oglobo,207,3,7,0,166,3,20,28,oglobo.globo.com___economia_reforma-trabalhista-trabalho-interminente-gera-duvidas-22078100.txt
1110,-5,-9,reforma-trabalhista,oglobo,124,10,1,1,107,10,5,14,oglobo.globo.com___economia_rejeicao-de-texto-da-reforma-trabalhista-demonstra-que-pais-continua-dividido-diz-renan-21498373.txt
